TITLE,LOCATION,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,PARKING,AMENITIES,PRICE_NPR,RATE_VALUE,RATE_UNIT,RATE_DENOMINATOR,LAND_AREA_AANA,BUILDUP_AREA_SQFT,ROAD_ACCESS_FEET
"Modern house for sale inside Manjushree Colony, Bhaisepati","Bhaisepati, Lalitpur",South-East,3.5,4.0,5.0,2070 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Power Backup', 'Internet', 'Modular Kitchen']",25000000.0,,,,3.0,,16.0
Residential bungalow for sale at Baluwatar,"Baluwatar, Kathmandu",South-East,2.5,,5.0,2072 B.S,,"['Marbel', 'Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking']",80000000.0,,,,10.0,,10.0
"Brand new house for sale in  Karyabinak Homes, Bhaisepati,","Bhaisepati, Lalitpur",South-East,2.5,4.0,5.0,2072 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup']",,,,,3.2,2375.0,20.0
"House on sale in Nayabasti, Banepa","Nayabasti, Kavrepalanchok",,2.5,,,2069 B.S,,"['Marbel', 'Drainage', 'Bathroom', 'Parking', 'Earthquake Resistant']",18900000.0,,,,3.2,,15.0
"House for sale in Panauti, Kavre","Panauti, Kavrepalanchok",East,2.5,7.0,3.0,2079 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup']",10000000.0,,,,3.0,,24.0
"Beautiful bungalow for sale in Bhangal, Budhanilkantha","Bhangal , Kathmandu",South,2.5,,,2070 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup', 'Marbel', 'Parquet', 'Earthquake Resistant', 'Garden']",35000000.0,,,,6.0,,16.0
"Bungalow for sale near Thapa Chowk, Sitapaila","Sitapaila, Kathmandu",South,2.5,7.0,5.0,2072 B.S,,"['Marbel', 'Drinking Water', 'Bathroom', 'Earthquake Resistant', 'Drainage', 'Parking', 'Power Backup', 'Power Backup']",30000000.0,,,,4.0,,12.0
"House for sale in Pingalasthan, Gaushala","Pingalasthan, Kathmandu",South-East,3.5,7.0,7.0,2072 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Marbel']",45000000.0,,,,5.0,,20.0
"Attractive house for sale in Mandikhatar, Kathmandu","Mandikhatar, Kathmandu",South,2.5,4.0,4.0,2079 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden']",,,,,16.0,,16.0
Furnished bungalow for rent in Jwagal,"Jwagal, Lalitpur",North,3.5,4.0,5.0,2058 B.S,,"['Garden', 'CC Camera', 'Drainage', 'Bathroom', 'Drinking Water', 'Power Backup', 'Parking', 'Marbel', 'Parquet', 'AirCon', 'Fridge']",,250000.0,NPR,m,9.0,,15.0
"House for sale in Sundarbasti, Budhanilkantha","Budhanilkantha, Kathmandu",,2.5,,,2072 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']",,,,,5.1,,15.0
"House on sale Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",North-East,2.5,7.0,5.0,2069 B.S,,"['Power Backup', 'Bathroom', 'Drainage', 'Drinking Water']",44800000.00000001,,,,5.0,,13.0
"Modern house for sale at Rudreshwor, Budhanilkantha","Rudreshwor, Kathmandu",West,2.5,5.0,5.0,2069 B.S,,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']",35000000.0,,,,5.0,3200.0,13.0
Beautiful residential house on sale at Budhanilkantha,"Budhanilkantha, Kathmandu",South-West,2.5,4.0,5.0,2079 B.S,,"['Marbel', 'Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking', 'Power Backup', 'Earthquake Resistant']",60000000.0,,,,9.1,3500.0,13.0
"Commercial house on sale in Sitapaila, Kathmandu","Sitapaila, Kathmandu",North-West,3.5,7.0,3.0,2079 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",22000000.0,,,,2.3,,15.0
"Full furnished house on sale at Syuchatar, Kathmandu","Syuchatar, Kathmandu",South,3.5,7.0,4.0,2076 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Power Backup', 'Parking']",85000000.0,,,,4.1,,20.0
"Modern bungalow for sale at Koteshwor, Sahayoginagar","Koteshwor, Kathmandu",,2.5,5.0,4.0,2073 B.S,,"['Bathroom', 'Drainage', 'Drinking Water', 'Marbel', 'Parking', 'Garden']",,,,,,,31.0
"Bungalow for rent in Thaiba, Harishiddhi","Thaiba, Lalitpur",West,2.5,5.0,6.0,2076 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking', 'Power Backup']",,500000.0,NPR,m,88.0,6500.0,20.0
"Full furnished house for sale in Magargaun, Lalitpur","Bhaisepati, Lalitpur",South-West,2.5,7.0,5.0,2069 B.S,,"['Drainage', 'Bathroom', 'Power Backup', 'Drinking Water']",,,,,5.2,,16.5
"House for sale in Baluwatar, Kathmandu","Baluwatar, Kathmandu",South,2.5,3.0,4.0,2070 B.S,,"['Power Backup', 'Bathroom', 'Drainage', 'Drinking Water']",,,,,10.0,,13.0
"House on sale at Sundarbasti, Budhanilkantha","Sundarbasti, Kathmandu",East,2.5,7.0,4.0,2072 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']",24900000.000000004,,,,3.2,,13.0
Brand new house for sale in Nikhileshwor,"Nikhileshwor, Kathmandu",West,2.5,5.0,4.0,2072 B.S,,"['Marbel', 'Earthquake Resistant', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",27500000.0,,,,3.1,,16.0
"Attractive house on sale near Karuna Hospital, Chunikhel","Chunikhel, Kathmandu",East,3.5,5.0,6.0,2069 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Earthquake Resistant', 'Marbel', 'Parking']",31500000.0,,,,4.1,,13.0
"House on sale in Bhatkeko Pul, Tokha","Tokha, Kathmandu",North,2.5,7.0,5.0,2079 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup']",19000000.0,,,,4.0,,20.0
"Bungalow house for sale near Grande Hospital, Tokha","Grande Hospital, Kathmandu",South-West,2.5,3.0,4.0,2070 B.S,,"['Earthquake Resistant', 'Parquet', 'Power Backup', 'Water Purifier', 'Garden', 'Modular Kitchen', 'Parking', 'Internet', 'Bathroom', 'Drainage']",26000000.0,,,,3.0,745.0,14.0
" House on sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",West,2.5,3.0,5.0,2072 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",,,,,8.0,,15.0
"Brand new house on sale at Imadol, Lalitpur","Imadol, Lalitpur",North,2.5,4.0,4.0,2072 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",,,,,4.0,,16.0
"House on sale in Jyotinagar, Ektabasti","Jyotinagar, Kathmandu",South,2.5,6.0,,2079 B.S,,"['Power Backup', 'Drinking Water', 'Drainage', 'Bathroom']",22500000.0,,,,3.5,,13.0
"Attractive houses on sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",South,2.5,4.0,5.0,2058 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage']",,,,,6.3,,20.0
"House for sale in Hepali Height, Budhanilkantha","Hepali Height, Kathmandu",South-East,2.5,5.0,5.0,2072 B.S,,"['Drinking Water', 'Drainage', 'Bathroom', 'Power Backup']",,,,,5.0,,15.0
Brand new house on sale at Mandikhatar,"Mandikhatar, Kathmandu",North-East,2.5,4.0,5.0,2069 B.S,,"['Earthquake Resistant', 'Parquet', 'Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking']",145000000.0,,,,15.0,5000.0,20.0
Commercial building for rent at Putalisadak,"Putalisadak, Kathmandu",North-West,4.5,8.0,4.0,2069 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Lift', 'Marbel']",,2000000.0,NPR,m,22.0,15750.0,72.0
Attractive bungalow for sale in Chappalkarkhana,"Chappal karkhana, Kathmandu",East,2.5,4.0,4.0,2079 B.S,,"['Power Backup', 'Drinking Water', 'Drainage', 'Parking', 'Bathroom']",,,,,184.0,,11.0
House on sale at Yetkha,"Yetkha, Kathmandu",East,6.5,8.0,5.0,2079 B.S,,"['Earthquake Resistant', 'Parking', 'Internet', 'Drinking Water', 'Bathroom', 'Drainage']",25000000.0,,,,3.5,,11.0
"Newly built house for Sale at Bafal, Kathmandu","Bafal, Kathmandu",South,2.5,4.0,4.0,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'CC Camera', 'Parking', 'Playground', 'Bathroom', 'Power Backup', 'Drinking Water', 'Drainage']",27500000.0,,,,4.2,,13.0
Commercial building on sale at New Buspark,"New Buspark, Kathmandu",East,8.0,17.0,10.0,2073 B.S,,"['Drainage', 'Bathroom', 'Parking']",110000000.0,,,,6.0,,17.0
Beautiful house on sale in Suryabinayak,"Suryabinayak, Bhaktapur",South,2.5,5.0,4.0,2076 B.S,,"['Power Backup', 'Bathroom', 'Drainage', 'Parking', 'Drinking Water', 'Garden']",32200000.000000004,,,,5.2,,12.0
"House on sale in Mhepi, Kathmandu","Mhaipi, Kathmandu",North,3.5,5.0,6.0,2058 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage']",35000000.0,,,,4.2,,20.0
"Commercial building for sale in Ason, Kathmandu","Ason, Kathmandu",North,6.0,7.0,5.0,2072 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Parking', 'Drainage']",170000000.0,,,,4.1,,12.0
"House on rent near Laxmi Bank, Sukedhara","Sukedhara, Kathmandu",,3.0,3.0,4.0,2069 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']",,200000.0,NPR,m,4.2,,15.0
"House for sale at Vinayek Colony, Bhaisepati","Vinayak Colony, Lalitpur",West,2.5,4.0,3.0,2069 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",51000000.0,,,,4.3,,20.0
"Attractive house on sale at Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",South,2.5,4.0,5.0,2079 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking']",27500000.0,,,,3.2,,20.0
"Residential bungalow on sale at Dhapakhel, Kathmandu","Dhapakhel, Lalitpur",South-West,2.5,4.0,5.0,2079 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Power Backup']",40000000.0,,,,4.0,,27.0
Commercial building for sale at Baluwatar,"Baluwatar, Kathmandu",South-West,5.5,12.0,8.0,2076 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Lift', 'Marbel']",170000000.0,,,,8.0,,20.0
Beautiful residential house for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",North-East,2.5,6.0,5.0,2073 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel', 'Earthquake Resistant', 'Parking']",61000000.0,,,,6.0,,15.0
"Commercial building for sale at Jalpa Chowk, Baniyatar","Jalpa Chowk, Kathmandu",West,6.5,4.0,9.0,2076 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Power Backup', 'Marbel']",165000000.0,,,,9.0,11188.0,32.0
Brand new house for sale at Kadaghari,"Kadaghari, Kathmandu",South-West,2.5,5.0,3.0,2069 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel', 'Power Backup']",26000000.0,,,,3.0,,13.0
"Semi furnished house for sale in Syuchatar, Kalanki","Syuchatar, Kathmandu",South,2.5,4.0,4.0,2070 B.S,,"['Power Backup', 'Drinking Water', 'Drainage', 'Bathroom']",39000000.0,,,,4.0,,20.0
"House on sale at Bafal, Kathmandu","Bafal, Kathmandu",East,2.5,3.0,6.0,2072 B.S,,"['Power Backup', 'Drainage', 'Bathroom', 'Drinking Water']",28500000.0,,,,4.0,,14.0
House for sale at Makalbari,"Makalbari, Kathmandu",West,2.5,5.0,3.0,2072 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']",19500000.0,,,,3.0,,13.0
"Residential house on sale at Imadol, Lalitpur","Imadol, Lalitpur",West,3.0,12.0,,2058 B.S,,"['Parking', 'Bathroom', 'Drinking Water', 'Power Backup', 'Drainage']",32500000.0,,,,5.0,,11.5
"Residential house for sale in Dhapakhel, Lalitpur","Dhapakhel, Lalitpur",East,3.5,7.0,5.0,2072 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",40000000.0,,,,104.0,,12.0
"Residential house on sale at Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",South,1.0,,,2069 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage']",15500000.0,,,,3.1,,14.0
"Beautiful house on sale near Karuna Hospital, Kapan","Kapan, Kathmandu",East,2.5,6.0,5.0,2069 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Earthquake Resistant', 'Internet']",28500000.0,,,,4.2,,13.0
"Newly built bungalow on sale at Tenzing Chowk, Kapan","Tenzing Chowk, Kathmandu",South-East,2.5,6.0,4.0,2079 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Earthquake Resistant']",65500000.0,,,,8.2,,12.0
"Beautiful house on sale at Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",,2.5,6.0,5.0,2079 B.S,,"['Power Backup', 'Drinking Water', 'Drainage', 'Bathroom', 'Parking']",,,,,6.0,,15.0
"Attractive house on sale in Magargaun, Lalitpur","Bhaisepati, Lalitpur",North-East,2.5,4.0,4.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']",32000000.0,,,,3.3,2200.0,16.5
"Bungalow for sale in Chappalkarkhana, Kathmandu","Chappal karkhana, Kathmandu",South,2.5,5.0,6.0,2073 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden', 'Power Backup']",,,,,8.3,,12.0
"Bungalow for sale at Siddhartha Colony, Budhanilkantha","Siddhartha Colony, Kathmandu",South,3.0,5.0,5.0,2076 B.S,,"['Drainage', 'Drinking Water', 'Bathroom', 'Parking', 'Garden', 'Earthquake Resistant', 'Marbel']",125000000.0,,,,8.3,,14.0
"Residential house on sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",South-East,2.5,4.0,4.0,2069 B.S,,"['Power Backup', 'Internet', 'Drinking Water', 'Drainage', 'Bathroom', 'Parking', 'Garden']",,,,,27.0,,15.0
"Bungalow for rent at Panipokhari Heights Homes, Panipokhari","Panipokhari, Kathmandu",South,3.0,2.0,3.0,2070 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Internet', 'Parking', 'Garden', 'Power Backup', 'AirCon', 'Marbel', 'Washing Machine']",,150000.0,NPR,m,4.0,,20.0
Bungalow for rent at Panipokhari Heights Homes,"Panipokhari, Kathmandu",South,3.5,4.0,4.0,2072 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Fridge', 'Internet', 'Power Backup', 'Marbel', 'AirCon', 'Washing Machine']",,200000.0,NPR,m,4.2,,20.0
"Attractive house on sale at Grande, Dhapasi","Dhapasi, Kathmandu",South-East,3.5,7.0,7.0,2072 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",36000000.0,,,,4.1,,16.0
"House on sale at Nardevi, Kathmandu","Nardevi, Kathmandu",East,4.5,7.0,,2069 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Power Backup']",18000000.0,,,,1.1,,5.0
Semi commercial house on sale at Budhanilkantha,"Budhanilkantha, Kathmandu",West,2.0,,,2079 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Power Backup']",18000000.0,,,,3.0,,16.0
"House for sale in Paiyutar, Kapan","Paiyuntar, Kathmandu",West,4.0,7.0,5.0,2070 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel']",18500000.0,,,,3.1,,10.0
"Beautiful house on sale at Baluwatar, Kathmandu","Baluwatar, Kathmandu",South-West,2.5,8.0,5.0,2072 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking']",,,,,6.5,,13.5
"Residential house on sale at Maitidevi, Kathmandu","Maitidevi, Kathmandu",South,3.5,8.0,6.0,2058 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Power Backup']",100000000.0,,,,14.0,5000.0,13.0
Under construction house on sale at Dhapakhel ,"Dhapakhel, Lalitpur",North-East,2.5,5.0,4.0,2072 B.S,,"['Power Backup', 'Internet', 'Drinking Water', 'Drainage', 'Bathroom', 'Parking']",27000000.0,,,,3.0,,20.0
"House on sale in Changathali, Lalitpur","Changathali, Lalitpur",South,2.0,4.0,2.0,2069 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden']",28500000.0,,,,4.3,,13.0
 Commercial house on rent in Naxal,"Naxal, Kathmandu",,2.0,5.0,2.0,2069 B.S,,"['Bathroom', 'Drainage', 'Drinking Water', 'Power Backup', 'Garden', 'Parking']",,1100000.0,NPR,m,35.0,5000.0,
"Bungalow for sale near Kist Hospital, Imadol","Imadol, Lalitpur",South-East,2.5,5.0,4.0,2079 B.S,,"['Marbel', 'Drainage', 'Bathroom', 'Parking']",33000000.0,,,,4.0,,13.0
Beautiful house on sale at Imadol,"Imadol, Lalitpur",West,3.5,6.0,4.0,2079 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Marbel']",36500000.0,,,,3.3,,20.0
Under construction house is on sale at Imadol,"Imadol, Lalitpur",East,2.5,5.0,5.0,2076 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Marbel', 'Earthquake Resistant']",36500000.0,,,,4.2,,13.0
" Full furnished house for sale at Vinayak Colony, Bhaisepati","Vinayak Colony, Lalitpur",West,2.5,4.0,2.0,2073 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",51000000.0,,,,4.3,,20.0
Brand new bungalow on sale in Balkot,"Balkot, Bhaktapur",South,2.5,4.0,5.0,2076 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Power Backup', 'Marbel']",25000000.0,,,,3.2,1991.0,13.0
Bungalow house for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",South,2.5,4.0,4.0,2069 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Power Backup', 'Parking', 'Garden']",,,,,8.0,,12.0
Semi furnished house on sale at Mandikhatar ,"Mandikatar, Kathmandu",East,2.5,5.0,3.0,2070 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden']",,,,,11.0,,13.0
Brand new house for sale at Tikathali,"Tikathali, Lalitpur",East,2.0,4.0,2.0,2072 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Power Backup', 'Garden', 'Modular Kitchen', 'Parking', 'Internet', 'Drinking Water', 'Bathroom', 'Drainage']",22000000.0,,,,4.0,1800.0,13.0
Beautiful bungalow for sale at Mandikhatar,"Mandikhatar, Kathmandu",South,2.5,4.0,4.0,2072 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel', 'Garden', 'Parking', 'Parquet']",120000000.0,,,,16.0,4500.0,16.0
Beautiful bungalow for sale in Buddha Chowk Swoyambhu,"Swoyambhu, Kathmandu",East,,5.0,5.0,2069 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Power Backup', 'Drinking Water', 'Garden']",,,,,21.0,,18.0
"House for sale near Krishna Mandir, Imadol","Imadol, Lalitpur",East,2.5,4.0,2.0,2079 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Marbel', 'Earthquake Resistant']",23000000.0,,,,3.0,,12.0
Residential house on sale in Sanagaun,"Sanagaun, Lalitpur",South,2.5,4.0,5.0,2070 B.S,,"['Marbel', 'Earthquake Resistant', 'Bathroom', 'Drainage', 'Parking']",22000000.0,,,,3.1,,16.0
"Attractive house for sale in Imadol, Sheetal Height","Imadol, Lalitpur",South-West,2.5,4.0,4.0,2072 B.S,,"['Drainage', 'Bathroom', 'Marbel', 'Earthquake Resistant', 'Parking']",25000000.0,,,,3.3,,13.0
"House on sale at Cozy Homes, Imadol","Imadol, Lalitpur",North,3.5,6.0,3.0,2074 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Earthquake Resistant', 'Marbel']",35000000.0,,,,4.0,,13.0
"House on sale in Cozy Homes, Imadol","Imadol, Lalitpur",North,3.5,7.0,4.0,2080 B.S,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Drainage', 'Parking']",35000000.0,,,,4.0,,13.0
"Beautiful house for sale in Imadol, Sheetal Height","Imadol, Lalitpur",West,2.5,4.0,4.0,2078 B.S,,"['Marbel', 'Earthquake Resistant', 'Bathroom', 'Drainage', 'Parking']",22000000.0,,,,3.0,,20.0
"House on sale at Imadol, Sheetal Height","Imadol, Lalitpur",South-East,2.5,5.0,5.0,2078 B.S,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Drainage', 'Parking']",23000000.0,,,,3.1,,10.0
"House for sale at Imadol, Sheetal Height","Imadol, Lalitpur",East,2.5,4.0,2.0,2078 B.S,,"['Marbel', 'Earthquake Resistant', 'Bathroom', 'Drainage', 'Parking']",28500000.0,,,,3.3,,13.0
"House for sale in Imadol, Sheetal Height","Imadol, Lalitpur",West,2.5,4.0,4.0,2078 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Marbel', 'Earthquake Resistant']",26000000.0,,,,3.0,,13.0
"House on sale at Balkhu, Kathmandu","Balkhu, Kathmandu",South-West,3.0,8.0,3.0,2078 B.S,,"['Drainage', 'Parking', 'Drinking Water', 'Power Backup', 'Power Backup', 'Bathroom']",42500000.0,,,,6.0,3000.0,15.0
Residential house on sale at Khumaltar,"Khumaltar, Lalitpur",East,2.5,5.0,5.0,2076 B.S,,"['Earthquake Resistant', 'AirCon', 'Bed Room', 'Garden', 'Drainage', 'Bathroom']",24000000.0,,,,5.1,,12.0
Commercial building for rent in Dhungeadda,"Dhungeadda, Kathmandu",North,5.0,8.0,6.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking']",,500000.0,NPR,m,8.0,9000.0,14.0
Luxurious bungalow for rent at Golfutar,"Golfutar, Kathmandu",,2.5,5.0,5.0,2075 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden', 'Swimming Pool', 'Marbel']",,550000.0,NPR,m,50.0,,16.0
Beautiful house on sale at Balkhu,"Balkhu, Kathmandu",North,2.5,3.0,3.0,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Dining Room', 'Modular Kitchen', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",22300000.0,,,,3.0,1455.0,16.0
"House on sale in Thulo Bharyang, Kathmandu","Thulobharyang, Kathmandu",North,2.5,5.0,3.0,2076 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden']",100000000.0,,,,7.7,,13.0
Attractive bungalow house for sale in Mandikhatar,"Mandikhatar, Kathmandu",East,2.5,6.0,6.0,2071 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",27500000.0,,,,4.0,,13.0
"Commercial building for sale in Imadol, Lalitpur","Imadol, Lalitpur",South,3.0,,,2078 B.S,,"['Power Backup', 'Drinking Water', 'Drainage', 'Bathroom']",125000000.0,,,,14.0,,40.0
"Beautiful house for sale in Kapan, Kharibot","Kharibot, Kathmandu",South,2.5,,,2074 B.S,,"['Power Backup', 'Drinking Water', 'Drainage']",28800000.0,,,,4.1,,15.0
Residential house for sale at Ghattekulo,"Ghattekulo, Kathmandu",North,2.0,7.0,4.0,2077 B.S,,"['Marbel', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",25500000.0,,,,4.1,,6.5
Bungalow for rent at Bishalnagar,"Bishalnagar, Kathmandu",South,2.5,6.0,,2077 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden']",,500000.0,NPR,m,25.0,,17.0
Brand new bungalow for rent in Golfutar,"Golfutar, Kathmandu",,2.5,6.0,6.0,2078 B.S,,"['Marbel', 'Parquet', 'Earthquake Resistant', 'Garden', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']",,300000.0,NPR,m,32.0,,15.0
House for sale in land price at Maitidevi,"Maitidevi, Kathmandu",East,3.5,,,,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup']",,8000000.0,NPR,aana,10.0,,14.0
"Villa for rent in Maharajgunj, Chakrapath","Maharajgunj, Kathmandu",,2.5,4.0,5.0,2064 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Garden', 'Parquet']",25000000.0,,,,4.0,,18.0
Commercial house on sale in Pespicola,"Pepsicola, Kathmandu",East,3.5,7.0,4.0,2074 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage']",50000000.0,,,,4.2,,36.0
Semi furnished house for rent in Budhanilkantha,"Budhanilkantha, Kathmandu",North-East,2.0,5.0,5.0,2075 B.S,,"['Garden', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Parquet']",,210000.0,NPR,m,,,15.0
Furnished house for rent in Jhamsikhel,"Jhamsikhel, Lalitpur",South,2.5,4.0,4.0,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Parquet']",,190000.0,NPR,m,8.0,,15.0
"Semi furnished house for rent in Bhatbhateni, Naxal","Naxal, Kathmandu",,2.0,4.0,4.0,2074 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Parquet', 'Marbel']",,180000.0,NPR,m,4.0,,17.0
House on sale in Pasikot Height,"Pasikot, Kathmandu",South,2.5,5.0,4.0,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup', 'Marbel', 'Earthquake Resistant']",30000000.0,,,,4.3,2400.0,20.0
