TITLE,LOCATION,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,PARKING,AMENITIES,PRICE_NPR,RATE_VALUE,RATE_UNIT,RATE_DENOMINATOR,LAND_AREA_AANA,BUILDUP_AREA_SQFT,ROAD_ACCESS_FEET
"House on sale in Nayabazar, Bhaisepati","Bhaisepati, Lalitpur",South West,2.5,5.0,3.0,2074 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']",33500000.0,,,,5.0,,13.0
"Residential house on sale in Ganesh Chowk, Budhanilkantha","Ganesh Chowk, Kathmandu",East,2.5,,,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Parquet']",22500000.0,,,,4.0,,12.0
"Brand new house for sale near Grande Hospital, Dhapasi","Dhapasi, Kathmandu",North East,2.5,5.0,,2078 B.S,,"['Parquet', 'Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Power Backup']",37500000.0,,,,4.0,,13.0
Bungalow house for sale at Sukedhara,"Sukedhara, Kathmandu",East,2.5,,,2078 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'AirCon', 'Marbel']",45000000.0,,,,6.2,,12.0
"Brand new hotel on lease in Kalanki, near Makalu Petrol Pump","Kalanki, Kathmandu",South,7.0,23.0,23.0,2074 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Marbel']",,500000.0,NPR,m,7.2,14000.0,15.0
"Brand new house on sale in Lubhu, Changathali","Lubhu, Lalitpur",East,2.5,,,,,"['Internet', 'Drainage', 'Bathroom', 'Drinking Water', 'Marbel']",19500000.0,,,,3.2,,14.0
"Brand new house on sale in Sallaghari, Bhaktapur","Sallaghari, Bhaktapur",South West,2.5,6.0,3.0,2062 B.S,,"['Earthquake Resistant', 'Marbel', 'Power Backup', 'Modular Kitchen', 'Drinking Water', 'Bathroom', 'Drainage']",25000000.0,,,,4.0,,13.0
"House on rent in Bhotebahal, Kathmandu","Bhote Bahal, Kathmandu",South West,2.5,5.0,3.0,2077 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking']",,149000.0,NPR,m,16.0,,15.0
House on rent in Dhapakhel,"Dhapakhel, Lalitpur",South,2.5,3.0,,2069 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking']",,40000.0,NPR,m,3.0,,18.0
House for rent in Gyaneshwor,"Gyaneshwor, Kathmandu",East,2.5,,3.0,,,"['Drainage', 'Bathroom', 'Parking']",,275000.0,NPR,m,18.0,,15.0
Bungalow house for rent in Sanepa,"Sanepa, Lalitpur",South,2.5,4.0,3.0,,,"['Parquet', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking', 'Power Backup']",,280000.0,NPR,m,24.0,,15.0
Bungalow house for rent in Manbhawan,"Manbhawan, Lalitpur",West,2.5,6.0,4.0,2077 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden', 'Parquet', 'Marbel']",,190000.0,NPR,m,24.0,,15.0
Flat system house for rent in Banasthali,"Banasthali, Kathmandu",South,5.0,,,,,"['Bathroom', 'Drainage', 'Parking']",,150000.0,NPR,m,8.2,,15.0
"House for rent in Setipakha, Imadol","Setipakha, Lalitpur",East,2.5,7.0,3.0,2072 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']",,55000.0,NPR,m,4.0,2700.0,15.0
Bungalow house for rent in Bhaisepati,"Bhaisepati, Lalitpur",West,2.0,6.0,5.0,2073 B.S,,"['Drainage', 'Drinking Water', 'Bathroom', 'Parking', 'Garden', 'Power Backup']",,200000.0,NPR,m,16.0,,15.0
"House for sale in Chandragiri - 1, Srijana Chowk","Srijana Chowk, Kathmandu",East,2.5,5.0,3.0,2072 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Power Backup']",16000000.0,,,,3.3,,8.0
Bungalow house for rent in Dhobighat,"Dhobighat, Lalitpur",West,2.5,4.0,4.0,2072 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'AirCon', 'Marbel']",,200000.0,NPR,m,4.0,,14.0
Beautiful house for rent in Thapathali,"Thapathali, Kathmandu",South West,2.5,4.0,4.0,2073 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden']",,170000.0,NPR,m,10.0,,15.0
House for rent in Satdobato,"Satdobato, Lalitpur",East,2.0,4.0,2.0,2063 B.S,,"['Bathroom', 'Drainage', 'Parking']",,70000.0,NPR,m,7.2,,15.0
House for rent in Nakkhu,"Nakkhu, Lalitpur",East,3.5,4.0,4.0,2072 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Marbel']",,150000.0,NPR,m,7.0,,15.0
House for rent in Shankhamul,"Shankhamul, Kathmandu",South,2.5,6.0,2.0,2073 B.S,,"['Garden', 'Parking', 'Drainage', 'Bathroom', 'Drinking Water']",,100000.0,NPR,m,7.0,,15.0
House for rent in Bhanimandal,"Bhanimandal, Lalitpur",East,2.5,8.0,5.0,2078 B.S,,"['Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Parquet']",,160000.0,NPR,m,10.0,,16.5
Commercial house for rent in Bakhundol,"Bakhundole, Lalitpur",North,4.5,,8.0,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden', 'Marbel']",,300000.0,NPR,m,16.0,,15.0
Full furnished house on rent at Bhaisepati,"Bhaisepati, Lalitpur",North,2.5,5.0,4.0,2065 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Power Backup', 'Garden', 'Parquet', 'AirCon']",,150000.0,NPR,m,12.0,,15.0
House for rent in Jawalakhel,"Jawalakhel, Lalitpur",West,2.5,,,2076 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden']",,100000.0,NPR,m,,,15.0
Residential house on sale in Dhungedhara,"Dhungedhara, Kathmandu",North,2.5,5.0,6.0,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']",27500000.0,,,,4.0,3500.0,13.0
Bungalow house for rent in Thapathali,"Thapathali, Kathmandu",West,2.5,5.0,6.0,2077 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking', 'Marbel']",,500000.0,NPR,m,22.0,,15.0
"Full furnished house for rent in Vinayak Colony, Bhaisepati","Bhaisepati, Lalitpur",West,2.5,4.0,,,,"['Parquet', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']",,100000.0,NPR,m,5.2,,17.0
House for rent in Hattiban,"Hattiban, Lalitpur",North,2.5,5.0,4.0,2074 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",,75000.0,NPR,m,5.0,2085.0,20.0
Residential house for sale in Sukedhara,"Sukedhara, Kathmandu",North,2.5,5.0,3.0,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",16000000.0,,,,2.3,1500.0,13.0
Bungalow for rent in Jhamsikhel,"Jhamsikhel, Lalitpur",North,2.5,7.0,,2077 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden', 'Marbel']",,400000.0,NPR,m,16.0,,15.0
"House on sale in Kapan, near Karuna Hospital","Kapan, Kathmandu",West,1.0,,,2068 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']",11800000.0,,,,3.0,,15.0
"Residential house for sale in Aryal Gaun, Mulpani","Mulpani, Kathmandu",West,2.5,5.0,3.0,2062 B.S,,"['Marbel', 'Bathroom', 'Drainage', 'Parking', 'Earthquake Resistant', 'Internet']",14000000.0,,,,3.0,,8.0
"Bungalow on sale near American Embassy, Maharajgunj","Maharajgunj, Kathmandu",West,2.5,5.0,6.0,2068 B.S,,"['Earthquake Resistant', 'Garden', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Parquet']",60000000.0,,,,7.0,,15.0
"Bungalow on sale in Mandikhatar, CRD Colony","Mandikhatar, Kathmandu",East,2.5,4.0,,2078 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden', 'Marbel']",57500000.0,,,,9.2,,15.0
"Residential house for sale in Sukedhara, near Ekatabasti road","Sukedhara, Kathmandu",South,2.5,,,2074 B.S,,"['Earthquake Resistant', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Internet']",27000000.0,,,,4.0,,13.0
"Brand new house on sale in Dahachowk, Chandragiri","Dahachowk, Kathmandu",West,2.5,4.0,3.0,2078 B.S,,"['Earthquake Resistant', 'Modular Kitchen', 'Parking', 'Playground', 'Drinking Water', 'Bathroom', 'Drainage', 'Parquet', 'Marbel']",18000000.0,,,,2.4,2000.0,18.0
Brand new house on sale in Kapan,"Kapan, Kathmandu",West,2.5,,,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",31000000.0,,,,5.0,,13.0
"House for sale in Vinayak Colony, Bhaisepati","Bhaisepati, Lalitpur",South,2.5,5.0,4.0,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden', 'Power Backup', 'Water Purifier', 'Parquet', 'Playground', 'Swimming Pool', 'Marbel']",57500000.0,,,,5.2,3000.0,19.0
Residential bungalow on rent in Bhaisepati,"Bhaisepati, Lalitpur",South,2.5,5.0,6.0,2064 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Internet', 'Garden']",,250000.0,NPR,m,20.0,,20.0
"House for sale in Thecho, Godawari","Thecho, Lalitpur",South,3.5,7.0,5.0,2064 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']",27500000.0,,,,5.3,,12.0
Brand new house on sale in Nakhipot,"Nakhipot, Lalitpur",East,2.5,4.0,4.0,2054 B.S,,"['Bathroom', 'Drainage', 'Garden', 'Parking', 'Internet', 'Drinking Water', 'Marbel']",23500000.0,,,,3.1,1959.0,15.0
"Brand new bungalow house for sale in Shuva Homes, Tokha","Tokha, Kathmandu",North,2.5,3.0,,2074 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking']",32500000.0,,,,4.0,,22.0
Brand new house on sale in Sitapaila,"Sitapaila, Kathmandu",East,2.5,,,,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Marbel']",21500000.0,,,,3.2,,13.0
Residential house on sale in Sukedhara,"Sukedhara, Kathmandu",West,2.5,,,2068 B.S,,"['Earthquake Resistant', 'Garden', 'Parking', 'Parquet', 'Marbel', 'Drinking Water', 'Bathroom', 'Power Backup', 'Drainage', 'Modular Kitchen']",40000000.0,,,,5.2,,14.0
Residential house for sale in Dhapasi,"Dhapasi, Kathmandu",South West,3.0,5.0,5.0,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']",30000000.0,,,,4.0,2400.0,28.0
"Bungalow for sale in Deuba Chowk, Budhanilkantha","Deuwa chowk, Kathmandu",North,2.5,4.0,5.0,2078 B.S,,"['Marbel', 'Parquet', 'Garden', 'Bathroom', 'Power Backup', 'Drainage', 'Drinking Water', 'Parking']",47000000.0,,,,6.0,,15.0
Commercial house on sale in Shankhamul,"Shankhamul, Kathmandu",East,5.5,12.0,6.0,2078 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']",51000000.0,,,,3.0,,12.0
"Traditionally designed heritage home for sale at Kamalbinayak Town Planning, Bhaktapur ","Kamalbinayak, Bhaktapur",South West,4.5,9.0,6.0,2074 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']",39900000.0,,,,4.2,3711.0,13.0
"Brand new house on sale in Nayabasti, Imadol","Imadol, Lalitpur",North East,2.5,6.0,4.0,2078 B.S,,"['Garden', 'Power Backup', 'Parking', 'Modular Kitchen', 'Drainage', 'Bathroom', 'Drinking Water', 'Internet', 'Parquet', 'Water Purifier', 'Marbel']",,,,,4.2,,20.0
"House on sale in Mahadevtar, Tokha","Mahadevtar, Kathmandu",East,3.5,14.0,7.0,2078 B.S,,"['Bathroom', 'Drainage', 'Power Backup', 'Parking']",42500000.0,,,,7.2,,12.0
"Bungalow on rent in CG Hills, Hattigauda","Hattigaunda, Kathmandu",East,2.5,5.0,5.0,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Garden', 'Parking', 'Marbel', 'Modular Kitchen', 'AirCon']",174000.0,,,,8.181154127100074,2800.0,18.0
Residential house on sale in Khumaltar,"Khumaltar, Lalitpur",North East,2.5,4.0,5.0,2074 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",28500000.0,,,,5.0,,13.0
"House on rent in Aawas Marga, Bhaisepati","Bhaisepati, Lalitpur",East,2.5,7.0,9.0,,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Internet', 'Marbel']",,200000.0,NPR,m,4.0,,17.0
"House on sale at Rudreshwor, Budhanilkantha","Rudreshwor, Kathmandu",South,2.5,,,2062 B.S,,"['Drinking Water', 'Bathroom', 'Drainage']",26000000.0,,,,5.1,,16.0
"Brand new house for sale in Kapan, Ram Mandir","Ram Mandir, Kathmandu",North,2.5,6.0,4.0,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Parquet', 'Marbel']",28500000.0,,,,5.0,,16.0
Commercial house on sale in Bagbazar,"Bagbazar, Kathmandu",East,5.0,4.0,4.0,2060 B.S,,"['Bathroom', 'Drainage', 'Drinking Water']",26000000.0,,,,2.0,,20.0
House on sale in Khusibu Townplanning,"Khusibu, Kathmandu",East,2.5,6.0,3.0,2072 B.S,,"['Drainage', 'Bathroom', 'Drinking Water']",22500000.0,,,,2.2,,13.0
House for sale in Chhauni,"Chhauni, Kathmandu",North,2.5,4.0,3.0,2073 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']",31000000.0,,,,4.2,,14.0
"House on sale in Chhauni, Kimdol","Chhauni, Kathmandu",East,2.5,5.0,5.0,2077 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden']",85000000.0,,,,12.2,,12.0
"House for sale in Setipakha, Imadol","Setipakha, Lalitpur",East,2.5,5.0,3.0,2074 B.S,,"['Marbel', 'Drainage', 'Power Backup', 'Parking', 'Drinking Water', 'Bathroom']",22500000.0,,,,4.1,,12.0
"Brand new house on sale in High Vision Colony, Gurjudhara","Gurjudhara, Kathmandu",West,2.5,4.0,4.0,2072 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Marbel']",15500000.0,,,,3.0,,13.0
"Luxurious bungalow on sale in Hattigauda, Budhanilkantha","Hattigaunda, Kathmandu",East,2.5,5.0,5.0,2073 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden']",32500000.0,,,,4.0,,15.0
Luxurious bungalow for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",West,3.5,6.0,8.0,2072 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Gym', 'Garden']",100000000.0,,,,12.0,,13.0
House on sale near Tinkune,"Tinkune, Kathmandu",East,2.5,6.0,4.0,2072 B.S,,"['Bathroom', 'Drainage', 'Parking']",45000000.0,,,,4.2,,16.0
House and land on sale in Kirtipur,"Kirtipur, Kathmandu",West,3.0,6.0,4.0,2073 B.S,,"['Bathroom', 'Drinking Water', 'Drainage']",28500000.0,,,,10.0,2395.75,15.0
Commercial/Residential bungalow for rent in Bhaisepati,"Bhaisepati, Lalitpur",East,3.0,4.0,4.0,2063 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Modular Kitchen', 'Garden']",,250000.0,NPR,m,13.0,5000.0,30.0
Residential house on sale in Sanepa,"Sanepa, Lalitpur",South-East,2.5,6.0,6.0,2072 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden', 'Parquet']",68000000.0,,,,8.0,,10.0
Brand new house on sale in Ekatabasti,"Ekatabasti, Kathmandu",,2.5,,,2073 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Internet', 'Parking', 'Earthquake Resistant', 'Marbel', 'Power Backup']",29700000.000000004,,,,4.1,,16.0
Residential house on sale in Dhungeadda,"Dhungeadda, Kathmandu",North,2.5,5.0,6.0,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden', 'Marbel']",72500000.0,,,,16.0,,12.0
"Brand new house for sale in Hattiban, Kharibot, Lalitpur ","Hattiban, Lalitpur",South,3.0,6.0,6.0,2078 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'MiCrowave', 'Modular Kitchen', 'Internet', 'Drinking Water', 'Parking', 'Bathroom', 'Drainage']",28700000.0,,,,4.1,1403.225,13.0
Residential house on sale in Basundhara,"Basundhara, Kathmandu",South-West,3.5,7.0,6.0,2065 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",92000000.0,,,,12.0,,20.0
"Luxurious bungalow on sale in Bhangal, Budhanilkantha","Bhangal , Kathmandu",East,2.5,,,2076 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Internet', 'Marbel']",69000000.0,,,,8.2,,13.0
"Commercial house on sale in Sundarbasti, Budhanilkantha","Sundarbasti, Kathmandu",North,2.5,,,2078 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Marbel']",15800000.0,,,,2.3,,30.0
Brand new house on sale in Bhangal,"Bhangal , Kathmandu",South,2.5,,,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Earthquake Resistant', 'Internet', 'Marbel']",29800000.0,,,,5.0,,12.0
"Best new design house for sale in Durgapur, Mechinagar, Jhapa","Durgapur, Jhapa",West,,3.0,1.0,2065 B.S,,"['Earthquake Resistant', 'Dining Room', 'MiCrowave', 'Water Purifier', 'Bed Room', 'Garden', 'Modular Kitchen', 'Drinking Water', 'Bathroom', 'TV', 'Drainage']",3800000.0,,,,3.652300949598247,1250.0,30.0
Building for rent in Gothatar,"Gothatar, Kathmandu",North,3.0,18.0,5.0,2068 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Garden', 'Internet']",,200000.0,NPR,m,40.0,3000.0,18.0
Building for rent in Lagankhel,"Lagankhel, Lalitpur",South,5.0,,10.0,2062 B.S,,"['Marbel', 'Bathroom', 'Drainage', 'Parking', 'Garden', 'Internet']",,800000.0,NPR,m,48.0,,26.0
"Brand new house on sale in Hattigauda, Ganesh Chowk","Ganesh Chowk, Kathmandu",South,2.5,4.0,4.0,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Internet', 'Garden', 'Parquet']",32000000.0,,,,4.0,,15.0
"Bungalow for sale in Grande Villa Housing, Tokha","Grande Villa, Kathmandu",North-East,2.0,3.0,2.0,2071 B.S,,"['Marbel', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'AirCon', 'Modular Kitchen', 'Power Backup']",24500000.0,,,,3.1,,21.0
Brand new house for sale near Thankot Checkpost,"Thankot, Kathmandu",,1.0,,,2068 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']",11500000.0,,,,,,13.0
"House for sale at Ganesh Chowk, Budhanilkantha","Ganesh Chowk, Kathmandu",South,2.5,,5.0,2062 B.S,,"['Parquet', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']",35000000.0,,,,5.0,,13.0
Luxurious bungalow on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",North,2.5,4.0,7.0,2071 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden']",59000000.0,,,,7.0,,15.0
"Full furnished house for sale in Manjushree Colony, Nakkhu","Nakkhu, Lalitpur",South-West,2.5,4.0,4.0,2068 B.S,,"['Parquet', 'AirCon', 'Internet', 'Garden', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']",33000000.0,,,,4.1,,15.0
Brand new house for sale in Kusunti,"Kusunti, Lalitpur",South,2.5,5.0,3.0,2062 B.S,,"['Earthquake Resistant', 'Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Internet']",27000000.0,,,,4.0,,15.0
"Brand new house for sale in Kusunti, Lalitpur","Kusunti, Lalitpur",South,2.5,4.0,3.0,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Parquet', 'Internet']",24000000.0,,,,3.2,,15.0
"House for sale at Baluwakhani, Kapan","Baluwakhani, Kathmandu",North,2.5,,,2071 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Power Backup', 'Marbel']",23500000.0,,,,3.2,,15.0
Bungalow house for sale in Sukedhara,"Sukedhara, Kathmandu",North,2.5,,,2068 B.S,,"['Earthquake Resistant', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'AirCon', 'Parquet', 'Marbel']",35000000.0,,,,5.0,,13.0
"House for rent in Vinayak Colony, Bhaisepati","Bhaisepati, Lalitpur",South,2.5,3.0,4.0,,,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking', 'Internet']",,65000.0,NPR,m,4.0,1200.0,20.0
"House on sale near Greenhill City, Mulpani","Mulpani, Kathmandu",West,3.0,8.0,6.0,2076 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",29500000.0,,,,4.2,,12.0
House on sale in Gokarneshwor,"Gorkarneshwor, Kathmandu",South,4.5,8.0,4.0,2072 B.S,,"['Bathroom', 'Drainage', 'Parking']",27000000.0,,,,4.0,,11.0
House for rent in Sanepa,"Sanepa, Lalitpur",East,2.0,4.0,2.0,2068 B.S,,"['Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Parking']",,100000.0,NPR,m,12.0,,12.0
Brand new house on sale near Budhanilkantha School,"Narayanthan , Kathmandu",East,2.5,4.0,4.0,2072 B.S,,"['Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']",,,,,3.0,,16.0
Residential house for sale at Golfutar,"Golfutar, Kathmandu",East,2.5,6.0,,2068 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Power Backup']",28000000.0,,,,4.0,,18.0
"Brand new house on sale in Magar Gaun, Bhaisepati","Bhaisepati, Lalitpur",North-West,2.5,4.0,,2062 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Parquet']",19900000.0,,,,3.1,,18.0
"Brand new house on sale in Karyabinayak Homes, Bhaisepati","Karyabinayak, Lalitpur",South-East,2.5,4.0,5.0,2077 B.S,,"['Marbel', 'Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Garden', 'Parking', 'Swimming Pool', 'Gym', 'Internet', 'Power Backup']",,,,,3.2,2375.0,20.0
Residential house on sale in Syuchatar,"Syuchatar, Kathmandu",East,2.5,4.0,3.0,2071 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']",25000000.0,,,,5.0,1700.0,16.0
Beautiful Home and Huge Garden in Bhaisepati for rent,"Bhaisepati, Lalitpur",South-West,3.0,5.0,5.0,2068 B.S,,"['Marbel', 'Parquet', 'Fridge', 'Sofa', 'Power Backup', 'Dining Room', 'Bed Room', 'Garden', 'Parking', 'Playground', 'Internet']",,300000.0,NPR,m,48.0,21904.0,20.0
"Bungalow house for sale in Ganesh Chowk, Budhanilkantha","Ganesh Chowk, Kathmandu",South,2.5,5.0,5.0,2062 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']",35000000.0,,,,5.0,,13.0
"House for sale in Ganesh Chowk, Budhanilkantha","Ganesh Chowk, Kathmandu",South-West,2.5,5.0,5.0,2074 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Parquet']",32000000.0,,,,4.2,,15.0
"Bungalow for sale in Man Bahadur Marga, Budhanilkantha","Manabahadur Marga, Kathmandu",North,2.5,3.0,4.0,2070 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']",23000000.0,,,,3.2,,15.0
"Bungalow on sale in Narayanthan, Budhanilkantha","Narayanthan , Kathmandu",North-East,2.5,4.0,5.0,2060 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking']",55000000.0,,,,7.2,,13.0
"Brand new bungalow house for sale in Narayanthan, Budhanilkantha","Narayanthan , Kathmandu",North-East,2.5,5.0,5.0,2077 B.S,,"['Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Parking']",35000000.0,,,,4.0,,13.0
"Brand new house for sale near Mediciti Hospital, Nakkhu","Nakkhu, Lalitpur",East,2.5,4.0,5.0,2074 B.S,,"['Parquet', 'Drainage', 'Garden', 'Internet', 'Parking', 'Bathroom', 'Drinking Water']",23500000.0,,,,3.0,,20.0
"Brand new house on sale in Nakkhu, near Mediciti Hospital","Nakkhu, Lalitpur",South,2.5,4.0,3.0,2076 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden', 'Internet']",23000000.0,,,,3.0,,16.0
"House on sale at Imadol, Shital Height","Imadol, Lalitpur",,2.5,,,2068 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",19500000.0,,,,3.0,,15.0
"House for sale in Reliable Colony, Bhaisepati","Bhaisepati, Lalitpur",East,2.5,4.0,4.0,2062 B.S,,"['Marbel', 'Drainage', 'Drinking Water', 'Bathroom', 'Parking', 'Garden', 'Water Purifier', 'Power Backup', 'Power Backup']",28000000.0,,,,4.3,1810.0,16.0
"Brand new house on sale in Kusunti, Lalitpur","Kusunti, Lalitpur",North-West,2.5,4.0,4.0,2077 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Internet']",23500000.0,,,,3.1,1959.0,15.0
House for sale at Shankhamul ,"Shankhamul, Kathmandu",West,2.5,7.0,3.0,2058 B.S,,"['Earthquake Resistant', 'Marbel', 'Fridge', 'Sofa', 'Power Backup', 'Dining Room', 'MiCrowave', 'Water Purifier', 'Washing Machine', 'Bed Room', 'Iron']",40000000.0,,,,4.0,2700.0,13.0
Brand new house for sale in Dhapasi,"Dhapasi, Kathmandu",South-East,2.5,,,2068 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']",28000000.0,,,,4.2,,13.0
"House for sale in Tokha, near Grande Housing","Tokha Height, Kathmandu",East,2.5,,,2062 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']",23000000.0,,,,3.2,,12.0
"House for rent near Japanese Embassy, Maharajgunj","Maharajgunj, Kathmandu",South-East,2.5,4.0,4.0,2077 B.S,,"['Parquet', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking']",,254999.99999999997,NPR,m,16.0,,20.0
House for sale at Hattiban,"Hattiban, Lalitpur",East,2.5,6.0,4.0,2071 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",21500000.0,,,,4.0,2258.0,12.0
Brand new house for sale in Gothatar,"Gothatar, Kathmandu",South-West,2.5,4.0,3.0,2068 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']",40000000.0,,,,6.0,,20.0
"House on sale at Imadol, near Kist Hospital","Imadol, Lalitpur",,3.5,,,2072 B.S,,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage']",21000000.0,,,,3.0,,15.0
House for sale in Syuchatar,"Syuchatar, Kathmandu",South,2.5,6.0,3.0,2068 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",20500000.0,,,,3.0,,13.0
